fid, median_age_of_earners_years_2014_15, median_aud_2011_12, sum_aud_2016_17, sum_aud_2011_12, median_aud_2014_15, median_age_of_earners_years_2013_14, median_age_of_earners_years_2012_13, median_age_of_earners_years_2017_18, median_aud_2013_14, sum_aud_2014_15, earners_persons_2011_12, median_aud_2015_16, mean_aud_2013_14, median_age_of_earners_years_2016_17, median_age_of_earners_years_2015_16, median_aud_2016_17, mean_aud_2012_13, mean_aud_2011_12, earners_persons_2015_16, median_aud_2017_18, earners_persons_2013_14, mean_aud_2016_17, sum_aud_2012_13, mean_aud_2015_16, sa2_code, median_age_of_earners_years_2011_12, earners_persons_2012_13, sa2_name, mean_aud_2014_15, median_aud_2012_13, sum_aud_2015_16, mean_aud_2017_18, earners_persons_2014_15, earners_persons_2017_18, earners_persons_2016_17, sum_aud_2013_14, sum_aud_2017_18
608,51.0,29905.0,1.50946468E8,1.25812345E8,34289.0,51.0,50.0,51.0,33694.0,1.43669766E8,3537.0,31137.0,40013.0,51.0,51.0,36456.0,39514.0,35570.0,3365.0,40616.0,3542.0,43214.0,1.40630345E8,37386.0,"202031033",50.0,3559.0,"Loddon",40470.0,33504.0,1.25805077E8,48536.0,3550.0,3571.0,3493.0,1.41727603E8,1.73321821E8
612,41.0,39894.0,4.20930803E8,3.59693468E8,42937.0,42.0,42.0,40.0,42012.0,3.96032747E8,7782.0,43738.0,49792.0,41.0,41.0,43789.0,48340.0,46221.0,7984.0,46078.0,7815.0,51750.0,3.76959095E8,50759.0,"203021037",41.0,7798.0,"Belmont",49872.0,41702.0,4.05261626E8,53674.0,7941.0,8359.0,8134.0,3.8912332E8,4.4865969E8
613,41.0,37143.0,5.12355738E8,4.48008759E8,39882.0,41.0,41.0,40.0,39088.0,4.70257444E8,10782.0,40737.0,44191.0,41.0,41.0,41003.0,42902.0,41552.0,10653.0,42649.0,10361.0,46401.0,4.49053329E8,45572.0,"203021038",41.0,10467.0,"Corio - Norlane",44757.0,38333.0,4.85482823E8,47323.0,10507.0,11390.0,11042.0,4.57858637E8,5.39008042E8
626,54.0,32439.0,1.91365475E8,1.37523292E8,36206.0,54.0,53.0,54.0,33756.0,1.70052212E8,3276.0,36542.0,45238.0,54.0,54.0,37235.0,44031.0,41979.0,3605.0,38323.0,3370.0,49270.0,1.45391137E8,47632.0,"203031051",53.0,3302.0,"Portarlington",47862.0,33654.0,1.71713132E8,51822.0,3553.0,4108.0,3884.0,1.52451217E8,2.12883111E8
627,57.0,34458.0,1.58831467E8,1.38779944E8,38639.0,57.0,57.0,57.0,36686.0,1.4707289E8,2609.0,39384.0,57043.0,57.0,58.0,38832.0,55084.0,53193.0,2627.0,39994.0,2602.0,56949.0,1.39694092E8,57128.0,"203031052",56.0,2536.0,"Point Lonsdale - Queenscliff",56436.0,34967.0,1.500764E8,60224.0,2606.0,2919.0,2789.0,1.48426449E8,1.75793438E8
614,43.0,43365.0,5.00148078E8,4.14862184E8,47931.0,43.0,42.0,43.0,45834.0,4.66926296E8,7501.0,47695.0,58455.0,43.0,43.0,49194.0,56807.0,55308.0,7885.0,50550.0,7581.0,63406.0,4.28493368E8,61780.0,"203021039",42.0,7543.0,"Geelong",61519.0,44920.0,4.87136957E8,64680.0,7590.0,8109.0,7888.0,4.43147261E8,5.24494098E8
615,41.0,43216.0,7.05610981E8,5.51640371E8,47176.0,41.0,41.0,41.0,45997.0,6.30487211E8,10808.0,48563.0,54610.0,41.0,41.0,50784.0,53671.0,51040.0,11219.0,52867.0,10835.0,60422.0,5.81100023E8,58308.0,"203021040",40.0,10827.0,"Geelong West - Hamlyn Heights",56556.0,45065.0,6.54160099E8,63102.0,11148.0,12087.0,11678.0,5.91697483E8,7.6271213E8
628,44.0,42746.0,7.95943159E8,5.56002168E8,46338.0,43.0,43.0,44.0,45000.0,7.06690703E8,9792.0,47833.0,61020.0,44.0,44.0,49674.0,57901.0,56781.0,11442.0,52107.0,10582.0,64721.0,5.88278132E8,64149.0,"203031053",43.0,10160.0,"Torquay",63363.0,43151.0,7.33991415E8,68034.0,11153.0,12755.0,12298.0,6.45715485E8,8.6777098E8
629,50.0,32484.0,1.66318387E8,1.30925864E8,33651.0,50.0,50.0,50.0,32926.0,1.45888418E8,3376.0,35244.0,39171.0,51.0,50.0,37052.0,38557.0,38781.0,3564.0,37890.0,3405.0,45642.0,1.31594749E8,44044.0,"204011054",49.0,3413.0,"Alexandra",41922.0,32111.0,1.56971712E8,46205.0,3480.0,3735.0,3644.0,1.33376735E8,1.7257386E8
630,52.0,32608.0,1.57462107E8,1.2776382E8,35887.0,52.0,51.0,52.0,34592.0,1.47037859E8,3371.0,35955.0,40612.0,52.0,52.0,37359.0,38598.0,37901.0,3527.0,38987.0,3414.0,43582.0,1.29381874E8,41192.0,"204011055",51.0,3352.0,"Euroa",42047.0,33044.0,1.45285048E8,45870.0,3497.0,3633.0,3613.0,1.38650835E8,1.66645763E8
616,42.0,40966.0,7.71138274E8,5.15465192E8,43848.0,42.0,42.0,39.0,42382.0,6.01616589E8,11022.0,44606.0,49425.0,40.0,41.0,46522.0,48517.0,46767.0,12946.0,48496.0,11280.0,53685.0,5.33296577E8,51567.0,"203021041",41.0,10992.0,"Grovedale",50590.0,42213.0,6.67580364E8,55567.0,11892.0,15459.0,14364.0,5.5750889E8,8.5901547E8
617,45.0,43191.0,8.71215067E8,6.91091673E8,46784.0,45.0,45.0,45.0,45319.0,8.12477848E8,12120.0,47601.0,59660.0,45.0,45.0,48960.0,59167.0,57021.0,13172.0,49958.0,12746.0,64334.0,7.3509172E8,63056.0,"203021042",45.0,12424.0,"Highton",62643.0,44034.0,8.30567179E8,66089.0,12970.0,14072.0,13542.0,7.60420782E8,9.29999238E8
618,42.0,45416.0,6.08020851E8,4.71808542E8,48166.0,42.0,42.0,42.0,47334.0,5.41017187E8,8801.0,49719.0,55624.0,42.0,42.0,51633.0,55388.0,53609.0,9754.0,53119.0,9239.0,60326.0,4.96668417E8,57985.0,"203021043",42.0,8967.0,"Lara",56586.0,47205.0,5.65586103E8,62036.0,9561.0,10543.0,10079.0,5.13906908E8,6.54045712E8
619,42.0,41530.0,3.96934469E8,3.03773884E8,44963.0,42.0,42.0,43.0,43982.0,3.73422301E8,6293.0,45371.0,51019.0,43.0,43.0,46560.0,49507.0,48272.0,7335.0,48341.0,6813.0,53080.0,3.23677744E8,51721.0,"203021044",42.0,6538.0,"Leopold",52249.0,42918.0,3.79373326E8,55093.0,7147.0,7584.0,7478.0,3.47595785E8,4.17821619E8
620,44.0,38462.0,3.58547246E8,3.16568423E8,40727.0,44.0,43.0,44.0,40584.0,3.3144611E8,7469.0,41392.0,44950.0,44.0,44.0,42516.0,43982.0,42384.0,7396.0,43613.0,7197.0,47208.0,3.21027909E8,46082.0,"203021045",42.0,7299.0,"Newcomb - Moolap",45101.0,39545.0,3.40819058E8,48159.0,7349.0,7881.0,7595.0,3.23505845E8,3.79539734E8
646,49.0,35089.0,1.22954978E8,1.00742433E8,37631.0,49.0,49.0,49.0,36311.0,1.16667692E8,2574.0,38094.0,42256.0,49.0,49.0,38280.0,40908.0,39138.0,2703.0,39638.0,2550.0,45776.0,1.04110792E8,44838.0,"204031071",48.0,2545.0,"Myrtleford",44530.0,35839.0,1.21198197E8,47691.0,2620.0,2787.0,2686.0,1.07752581E8,1.32915891E8
683,38.0,43950.0,9.75582106E8,7.35651739E8,47599.0,38.0,38.0,37.0,45791.0,8.71288529E8,14105.0,49617.0,55109.0,37.0,38.0,50613.0,54078.0,52155.0,15361.0,52108.0,14602.0,61246.0,7.82236498E8,59523.0,"206011108",37.0,14465.0,"Coburg",57617.0,45488.0,9.14337185E8,63488.0,15122.0,16470.0,15929.0,8.04694417E8,1.045654116E9
647,51.0,36215.0,1.68841006E8,1.45647583E8,39511.0,50.0,50.0,52.0,37417.0,1.63233376E8,3407.0,39583.0,44243.0,52.0,51.0,39307.0,41416.0,42750.0,3480.0,39305.0,3484.0,47641.0,1.42345692E8,48292.0,"204031072",50.0,3437.0,"Towong",46558.0,34232.0,1.68056661E8,47150.0,3506.0,3636.0,3544.0,1.5414351E8,1.7143818E8
648,42.0,41978.0,4.50015928E8,3.76205907E8,46719.0,42.0,41.0,43.0,45200.0,4.33010086E8,8072.0,47973.0,50906.0,43.0,43.0,48592.0,48194.0,46606.0,8204.0,49702.0,8060.0,53907.0,3.89554385E8,53465.0,"204031073",41.0,8083.0,"West Wodonga",52505.0,43934.0,4.38624412E8,54887.0,8247.0,8570.0,8348.0,4.10302532E8,4.70382066E8
649,42.0,41854.0,7.50098579E8,5.64506744E8,46610.0,42.0,42.0,41.0,45315.0,6.85990305E8,12014.0,47166.0,50410.0,42.0,42.0,48234.0,48694.0,46987.0,13322.0,48998.0,12706.0,53331.0,6.00597367E8,52449.0,"204031074",42.0,12334.0,"Wodonga",51957.0,43840.0,6.98725314E8,54529.0,13203.0,14597.0,14065.0,6.40515482E8,7.95966257E8
650,47.0,39955.0,1.55498057E8,1.29751789E8,43721.0,48.0,48.0,47.0,41613.0,1.48861672E8,2689.0,45196.0,50222.0,48.0,48.0,46183.0,48787.0,48253.0,2830.0,47466.0,2764.0,54067.0,1.30651157E8,52727.0,"204031075",47.0,2678.0,"Yackandandah",52287.0,40977.0,1.49216368E8,54936.0,2847.0,2941.0,2876.0,1.38813024E8,1.61567993E8
742,43.0,36724.0,3.14341183E8,2.66585305E8,39252.0,44.0,44.0,43.0,38309.0,2.98847373E8,5703.0,40087.0,49256.0,44.0,44.0,39868.0,49250.0,46745.0,5852.0,40641.0,5804.0,51966.0,2.79245396E8,51931.0,"207031166",43.0,5670.0,"Burwood East",50618.0,38448.0,3.03897513E8,53465.0,5904.0,6293.0,6049.0,2.85884469E8,3.3645573E8
623,47.0,38094.0,4.34589838E8,3.0186792E8,40710.0,47.0,46.0,46.0,40231.0,3.51660801E8,6538.0,41832.0,49036.0,47.0,47.0,43392.0,47491.0,46171.0,7323.0,45472.0,6836.0,56091.0,3.13771467E8,51334.0,"203031048",46.0,6607.0,"Clifton Springs",49945.0,39390.0,3.75920492E8,55036.0,7041.0,8035.0,7748.0,3.3521136E8,4.42212587E8
624,52.0,32322.0,1.84753871E8,1.4111382E8,36739.0,51.0,50.0,53.0,35496.0,1.63118254E8,3068.0,38458.0,48628.0,53.0,52.0,39184.0,46380.0,45995.0,3203.0,40485.0,3166.0,54970.0,1.45355091E8,51308.0,"203031049",50.0,3134.0,"Lorne - Anglesea",49990.0,33334.0,1.64338847E8,56809.0,3263.0,3462.0,3361.0,1.53955871E8,1.9667286E8
625,45.0,40619.0,9.43549698E8,5.99484568E8,44974.0,45.0,46.0,45.0,43983.0,7.89182403E8,11357.0,46419.0,56976.0,45.0,45.0,48516.0,54335.0,52785.0,14127.0,50235.0,12611.0,62732.0,6.39688716E8,60270.0,"203031050",46.0,11773.0,"Ocean Grove - Barwon Heads",58667.0,42807.0,8.51439157E8,64215.0,13452.0,15717.0,15041.0,7.18527402E8,1.009263431E9
643,50.0,35593.0,1.31374637E8,1.03678389E8,40551.0,51.0,50.0,51.0,38844.0,1.23321584E8,2392.0,42085.0,46172.0,51.0,51.0,41082.0,43885.0,43344.0,2619.0,42008.0,2488.0,49669.0,1.0716729E8,49679.0,"204031068",50.0,2442.0,"Beechworth",48342.0,37128.0,1.30108743E8,50023.0,2551.0,2704.0,2645.0,1.14875174E8,1.3526323E8
644,50.0,30989.0,2.14367358E8,1.65655602E8,34757.0,50.0,50.0,48.0,33633.0,1.96111395E8,4339.0,35024.0,41666.0,49.0,49.0,36262.0,39083.0,38178.0,4614.0,37190.0,4466.0,44688.0,1.72549412E8,43429.0,"204031069",49.0,4415.0,"Bright - Mount Beauty",43101.0,31517.0,2.00379377E8,46724.0,4550.0,4954.0,4797.0,1.86080734E8,2.31472721E8
645,47.0,41022.0,9.5088235E7,7.6345319E7,45854.0,47.0,48.0,48.0,43445.0,8.8905506E7,1690.0,45739.0,47467.0,48.0,47.0,45541.0,46104.0,45175.0,1854.0,49193.0,1753.0,50525.0,7.7822827E7,49832.0,"204031070",47.0,1688.0,"Chiltern - Indigo Valley",49668.0,42593.0,9.238806E7,52982.0,1790.0,1894.0,1882.0,8.3209219E7,1.00348092E8
682,36.0,46014.0,5.52469191E8,4.17100083E8,49611.0,36.0,35.0,35.0,48635.0,4.89782075E8,7622.0,51370.0,58040.0,35.0,36.0,50643.0,56811.0,54723.0,8402.0,52890.0,7921.0,62166.0,4.40567381E8,62038.0,"206011107",35.0,7755.0,"Brunswick West",60111.0,47965.0,5.21245835E8,65111.0,8148.0,9195.0,8887.0,4.59731067E8,5.98696434E8
685,42.0,50616.0,4.34455652E8,3.33323975E8,54071.0,41.0,41.0,41.0,53568.0,3.79809135E8,4821.0,55848.0,70623.0,41.0,41.0,57528.0,68272.0,69140.0,5433.0,59610.0,5092.0,76516.0,3.40609737E8,75345.0,"206021110",41.0,4989.0,"Alphington - Fairfield",72015.0,51985.0,4.09351763E8,79356.0,5274.0,5819.0,5678.0,3.59610878E8,4.61774657E8
758,44.0,44748.0,5.8364722E8,4.34092596E8,49990.0,44.0,43.0,44.0,49008.0,5.28977309E8,7852.0,50451.0,60662.0,44.0,44.0,52037.0,59215.0,55284.0,8585.0,53612.0,8212.0,66331.0,4.72358404E8,65214.0,"208021426",43.0,7977.0,"Bentleigh East (North)",62906.0,47527.0,5.59865462E8,68618.0,8409.0,9067.0,8799.0,4.98156667E8,6.22162473E8
686,39.0,50698.0,1.202479199E9,8.56500911E8,55102.0,39.0,39.0,39.0,53674.0,1.050922574E9,13424.0,57060.0,67212.0,39.0,38.0,58653.0,65625.0,63804.0,15514.0,60986.0,14327.0,75052.0,9.04973281E8,72087.0,"206021111",39.0,13790.0,"Northcote",70216.0,52124.0,1.118364223E9,78691.0,14967.0,16448.0,16022.0,9.62942643E8,1.294309166E9
702,null,null,646798.0,null,null,null,null,38.0,null,null,null,null,null,40.0,null,58023.0,null,null,null,93272.0,null,107800.0,null,null,"206041127",null,null,"West Melbourne",null,null,null,237158.0,null,8.0,6.0,null,1897262.0
687,38.0,45841.0,7.44538818E8,5.64583758E8,50174.0,38.0,38.0,38.0,49164.0,6.47664682E8,10048.0,52052.0,60048.0,38.0,38.0,53351.0,57675.0,56189.0,11154.0,56044.0,10275.0,65088.0,5.8522384E8,63037.0,"206021112",37.0,10147.0,"Thornbury",60951.0,47285.0,7.03116664E8,68016.0,10626.0,11884.0,11439.0,6.16989034E8,8.08297645E8
705,41.0,64531.0,1.121472328E9,8.34413018E8,69672.0,40.0,40.0,43.0,67796.0,1.053002056E9,9501.0,71708.0,95573.0,42.0,42.0,73296.0,93019.0,87824.0,10498.0,74967.0,10459.0,101555.0,9.25814927E8,97667.0,"206051130",40.0,9953.0,"Port Melbourne",97221.0,66270.0,1.025306401E9,107132.0,10831.0,11181.0,11043.0,9.99600757E8,1.197841991E9
688,39.0,50108.0,7.05657673E8,4.99013417E8,55707.0,39.0,39.0,39.0,54296.0,6.08182905E8,7780.0,56420.0,70171.0,38.0,39.0,57996.0,66592.0,64141.0,8720.0,59981.0,8106.0,76378.0,5.14090875E8,74690.0,"206031113",39.0,7720.0,"Ascot Vale",71349.0,52775.0,6.51298162E8,77927.0,8524.0,9589.0,9239.0,5.68802599E8,7.47244149E8
689,42.0,50458.0,1.415790119E9,1.063618458E9,54683.0,42.0,42.0,42.0,53037.0,1.257784449E9,15510.0,56381.0,71885.0,42.0,42.0,56597.0,71609.0,68576.0,17507.0,59116.0,16292.0,77349.0,1.135075052E9,75208.0,"206031114",42.0,15851.0,"Essendon - Aberfeldie",74175.0,52097.0,1.316663677E9,80759.0,16957.0,18810.0,18304.0,1.171150989E9,1.51906877E9
901,39.0,40139.0,5.94835377E8,4.9173719E8,42777.0,40.0,40.0,38.0,43411.0,5.5468301E8,11776.0,43352.0,45464.0,39.0,39.0,44183.0,43203.0,41758.0,12638.0,45462.0,13125.0,46356.0,5.13208166E8,45537.0,"212031305",39.0,11879.0,"Hampton Park - Lynbrook",44866.0,41383.0,5.75496749E8,47769.0,12363.0,13309.0,12832.0,5.96715653E8,6.35755566E8
690,34.0,46752.0,3.43887024E8,2.63673239E8,48816.0,34.0,34.0,34.0,46877.0,3.11515786E8,4689.0,48716.0,58532.0,34.0,34.0,49028.0,57459.0,56232.0,5341.0,51553.0,5069.0,61354.0,2.87868985E8,60826.0,"206031115",34.0,5010.0,"Flemington",60336.0,48325.0,3.24870258E8,64204.0,5163.0,5944.0,5605.0,2.96697074E8,3.81628199E8
696,35.0,56037.0,5.23035242E8,4.03015911E8,59540.0,34.0,34.0,36.0,58469.0,4.68897603E8,6198.0,61221.0,67891.0,35.0,35.0,63505.0,67157.0,65024.0,6917.0,65563.0,6562.0,73885.0,4.24564027E8,71707.0,"206041121",34.0,6322.0,"Kensington (Vicnp)",69149.0,58183.0,4.9599586E8,77638.0,6781.0,7257.0,7079.0,4.45500906E8,5.63416372E8
691,41.0,54464.0,7.23748906E8,5.60177412E8,57873.0,41.0,41.0,41.0,55886.0,6.49003435E8,8155.0,59112.0,72264.0,41.0,41.0,59800.0,71215.0,68691.0,8987.0,60879.0,8376.0,78083.0,5.8645334E8,77508.0,"206031116",40.0,8235.0,"Moonee Ponds",74951.0,55771.0,6.96563129E8,80195.0,8659.0,9601.0,9269.0,6.05284298E8,7.69952926E8
692,31.0,37163.0,4.72390078E8,3.27818735E8,39658.0,31.0,30.0,30.0,40793.0,4.21953523E8,6212.0,39048.0,58137.0,31.0,30.0,36819.0,55741.0,52772.0,7796.0,37254.0,6650.0,56237.0,3.57241311E8,57023.0,"206041117",30.0,6409.0,"Carlton",57510.0,39620.0,4.44552892E8,57176.0,7337.0,9030.0,8400.0,3.86609796E8,5.16296697E8
698,32.0,43285.0,7.98383593E8,5.2230359E8,45602.0,32.0,32.0,32.0,45267.0,6.61698137E8,9289.0,46480.0,59378.0,32.0,32.0,45254.0,57669.0,56228.0,11482.0,48424.0,10087.0,62117.0,5.53272937E8,62713.0,"206041123",31.0,9594.0,"North Melbourne",60656.0,43862.0,7.20076044E8,65142.0,10909.0,13534.0,12853.0,5.98947319E8,8.81632537E8
699,32.0,41793.0,2.43777788E8,1.76987009E8,43984.0,32.0,32.0,32.0,43681.0,2.14711814E8,2767.0,46050.0,66053.0,32.0,32.0,45596.0,69002.0,63964.0,3394.0,46314.0,3008.0,67230.0,1.92240539E8,69759.0,"206041124",32.0,2786.0,"Parkville",67371.0,44202.0,2.36761558E8,66765.0,3187.0,3920.0,3626.0,1.98687642E8,2.61718554E8
703,43.0,60463.0,1.276135492E9,1.021617112E9,64975.0,42.0,42.0,44.0,64971.0,1.17116253E9,9679.0,67627.0,112261.0,44.0,44.0,66160.0,107915.0,105550.0,10447.0,66627.0,10064.0,115981.0,1.065225916E9,115049.0,"206051128",41.0,9871.0,"Albert Park",111338.0,64059.0,1.201916917E9,117352.0,10519.0,11491.0,11003.0,1.129799344E9,1.348494692E9
704,38.0,57837.0,9.40596061E8,7.5447662E8,61485.0,37.0,37.0,38.0,60600.0,8.68262775E8,9692.0,63827.0,81065.0,38.0,38.0,64056.0,78251.0,77845.0,10599.0,65893.0,10111.0,86143.0,7.71551934E8,85843.0,"206051129",37.0,9860.0,"Elwood",82347.0,59999.0,9.09852612E8,88876.0,10544.0,10926.0,10919.0,8.19651082E8,9.71055003E8
706,41.0,60115.0,2.7412943E7,8259484.0,61159.0,42.0,38.0,30.0,70174.0,1.4184565E7,96.0,73408.0,83268.0,36.0,43.0,54090.0,95756.0,86036.0,133.0,49240.0,105.0,116157.0,1.0533205E7,224340.0,"206051131",40.0,110.0,"Port Melbourne Industrial",132566.0,58198.0,2.9837252E7,87256.0,107.0,385.0,236.0,8743192.0,3.3593665E7
709,34.0,49868.0,7.81382523E8,6.10515077E8,52962.0,34.0,34.0,34.0,51094.0,7.12669788E8,10251.0,53795.0,62108.0,34.0,34.0,54133.0,60990.0,59557.0,10911.0,56841.0,10737.0,66865.0,6.39054386E8,66049.0,"206051134",34.0,10478.0,"St Kilda East",64847.0,50659.0,7.20665411E8,71332.0,10990.0,12058.0,11686.0,6.6685446E8,8.60116179E8
707,37.0,58892.0,7.5547701E8,5.48282461E8,62115.0,37.0,38.0,38.0,60771.0,6.85944724E8,6223.0,63303.0,87266.0,38.0,38.0,61627.0,87449.0,88106.0,7682.0,63351.0,7202.0,91651.0,5.80662271E8,93443.0,"206051132",38.0,6640.0,"South Melbourne",89607.0,61262.0,7.17827813E8,94718.0,7655.0,8697.0,8243.0,6.28488183E8,8.23766172E8
708,33.0,49895.0,1.388869641E9,1.02452279E9,52654.0,33.0,33.0,34.0,51621.0,1.242676552E9,15584.0,53562.0,69260.0,33.0,33.0,53066.0,66453.0,65742.0,18254.0,56940.0,16928.0,70774.0,1.097402945E9,72672.0,"206051133",33.0,16514.0,"St Kilda",70022.0,50757.0,1.326558357E9,75745.0,17747.0,20032.0,19624.0,1.172431382E9,1.51732117E9
712,33.0,53991.0,1.344217807E9,9.1955901E8,59518.0,33.0,33.0,33.0,57592.0,1.237272638E9,11098.0,60297.0,90398.0,33.0,33.0,60908.0,83613.0,82858.0,13949.0,63969.0,12636.0,86909.0,9.88226019E8,93430.0,"206061137",33.0,11819.0,"South Yarra - East",92141.0,55927.0,1.303249068E9,92513.0,13428.0,16102.0,15467.0,1.142268949E9,1.489643087E9
713,49.0,63581.0,1.773826082E9,1.409734368E9,70023.0,49.0,49.0,49.0,67496.0,1.659942799E9,9502.0,70630.0,161878.0,49.0,50.0,71282.0,146406.0,148362.0,9917.0,72451.0,9890.0,175696.0,1.40725239E9,168104.0,"206061138",49.0,9612.0,"Toorak",164156.0,64427.0,1.667087701E9,177645.0,10112.0,10250.0,10096.0,1.600977107E9,1.820859205E9
714,33.0,50034.0,4.58292458E8,2.05835885E8,53987.0,32.0,34.0,33.0,51419.0,3.42567658E8,3265.0,57501.0,63884.0,32.0,33.0,58359.0,65938.0,63043.0,5625.0,61476.0,4629.0,72002.0,2.32232736E8,69588.0,"206071139",35.0,3522.0,"Abbotsford",65878.0,50558.0,3.91434659E8,75384.0,5200.0,6439.0,6365.0,2.9571749E8,4.85396761E8
715,36.0,48974.0,4.83073817E8,3.81831589E8,53685.0,36.0,36.0,36.0,52303.0,4.64804754E8,5373.0,54412.0,76703.0,36.0,36.0,54876.0,73098.0,71065.0,5669.0,57240.0,5614.0,80741.0,4.01015899E8,79372.0,"206071140",36.0,5486.0,"Carlton North - Princes Hill",80015.0,50641.0,4.49959698E8,82747.0,5809.0,6106.0,5983.0,4.30612955E8,5.05250888E8
718,37.0,52984.0,7.10775756E8,5.19443901E8,56166.0,37.0,37.0,37.0,55031.0,6.18873041E8,7250.0,57733.0,76502.0,37.0,37.0,59458.0,73041.0,71647.0,7895.0,62727.0,7646.0,83788.0,5.38827039E8,80634.0,"206071143",37.0,7377.0,"Fitzroy North",78388.0,54659.0,6.36606644E8,87614.0,7895.0,8553.0,8483.0,5.84933837E8,7.49360519E8
719,34.0,55811.0,1.807796568E9,1.263089093E9,61670.0,34.0,34.0,34.0,59505.0,1.590035289E9,17612.0,63515.0,77062.0,34.0,34.0,63992.0,73467.0,71718.0,20360.0,66967.0,19158.0,83132.0,1.352389215E9,81317.0,"206071144",34.0,18408.0,"Richmond (Vicnp)",78977.0,57700.0,1.655608288E9,85193.0,20133.0,22343.0,21746.0,1.476345979E9,1.903458923E9
720,40.0,57061.0,5.30537242E8,3.95815884E8,61317.0,40.0,40.0,40.0,60343.0,4.78630248E8,5176.0,63048.0,80797.0,40.0,40.0,64478.0,79710.0,76471.0,5730.0,68435.0,5633.0,87736.0,4.29236646E8,85217.0,"206071145",40.0,5385.0,"Yarra - North",83429.0,58805.0,4.88293253E8,94560.0,5737.0,6158.0,6047.0,4.55131642E8,5.82300858E8
722,48.0,46109.0,9.09433968E8,8.07283718E8,50688.0,48.0,48.0,48.0,49487.0,8.95675275E8,9963.0,51241.0,87150.0,48.0,48.0,49615.0,82777.0,81028.0,10452.0,50044.0,10006.0,85026.0,8.28931555E8,86646.0,"207011147",48.0,10014.0,"Balwyn",87289.0,48091.0,9.05623764E8,86736.0,10261.0,10868.0,10696.0,8.72025552E8,9.42647898E8
721,45.0,49754.0,4.27599723E8,3.12760362E8,56696.0,45.0,44.0,46.0,55183.0,3.88709486E8,4338.0,58828.0,81790.0,46.0,45.0,60353.0,76336.0,72098.0,4651.0,61321.0,4472.0,92036.0,3.36563572E8,87828.0,"207011146",44.0,4409.0,"Ashburton (Vicnp)",83774.0,52404.0,4.08486037E8,93355.0,4640.0,4841.0,4646.0,3.65764832E8,4.51931977E8
727,40.0,53848.0,9.83635617E8,7.65661957E8,57456.0,40.0,39.0,39.0,56157.0,8.84260111E8,9005.0,58996.0,90165.0,39.0,39.0,60906.0,89435.0,85026.0,10079.0,61766.0,9262.0,94680.0,8.12700106E8,94956.0,"207011152",39.0,9087.0,"Hawthorn East",92283.0,56015.0,9.57060212E8,94263.0,9582.0,10774.0,10389.0,8.35112703E8,1.01558512E9
724,47.0,52845.0,1.361960842E9,1.131637901E9,56571.0,47.0,47.0,47.0,55443.0,1.333861389E9,12985.0,57906.0,94918.0,47.0,47.0,57447.0,90295.0,87150.0,14108.0,59133.0,13428.0,96292.0,1.183502994E9,96748.0,"207011149",47.0,13107.0,"Camberwell",97213.0,53566.0,1.364915336E9,97237.0,13721.0,14527.0,14144.0,1.274564737E9,1.412564383E9
734,47.0,40832.0,4.98480211E8,4.15301944E8,43267.0,47.0,47.0,47.0,42997.0,4.74490137E8,7694.0,44684.0,57906.0,47.0,47.0,45352.0,56291.0,53977.0,7916.0,45926.0,7798.0,62193.0,4.3411439E8,61035.0,"207021160",47.0,7712.0,"Templestowe Lower",59467.0,42466.0,4.8315451E8,62627.0,7979.0,8163.0,8015.0,4.51553919E8,5.11227682E8
723,48.0,45417.0,1.033097204E9,8.63482065E8,50064.0,48.0,48.0,48.0,48274.0,9.7230309E8,12382.0,49933.0,72756.0,48.0,48.0,50649.0,71711.0,69737.0,12925.0,50469.0,12670.0,79274.0,8.93301094E8,76077.0,"207011148",48.0,12457.0,"Balwyn North",75666.0,47555.0,9.8329042E8,79364.0,12850.0,13438.0,13032.0,9.21814774E8,1.066494805E9
728,45.0,54041.0,1.824333977E9,1.47109924E9,58933.0,45.0,45.0,45.0,57177.0,1.669632041E9,15126.0,58373.0,103845.0,45.0,45.0,59400.0,100950.0,97256.0,16559.0,61588.0,15573.0,108682.0,1.551398895E9,106035.0,"207011153",45.0,15368.0,"Kew",103505.0,57567.0,1.75583483E9,108907.0,16131.0,17113.0,16786.0,1.617181878E9,1.863730799E9
725,46.0,54279.0,1.094384139E9,8.76082949E8,60650.0,46.0,46.0,46.0,58924.0,9.7776102E8,10368.0,62276.0,90923.0,46.0,46.0,63193.0,87597.0,84499.0,10749.0,63403.0,10448.0,97748.0,9.13812327E8,95526.0,"207011150",45.0,10432.0,"Glen Iris - East",92364.0,56949.0,1.026806241E9,98877.0,10586.0,11413.0,11196.0,9.49964098E8,1.128482603E9
726,36.0,52628.0,1.614755093E9,1.275272555E9,58682.0,37.0,37.0,38.0,57756.0,1.455175903E9,13398.0,60000.0,99132.0,37.0,36.0,56500.0,96673.0,95184.0,15439.0,57352.0,14184.0,97905.0,1.330799542E9,102144.0,"207011151",36.0,13766.0,"Hawthorn",98938.0,55436.0,1.576995805E9,99465.0,14708.0,17176.0,16493.0,1.406092199E9,1.708405084E9
